collection,cumulativeTradeVolumeETH,dailyMaxSalePrice,dailyMinSalePrice,dailyTradeVolumeETH,dailyTradedItemCount,transaction_date,dailyMinSalePrice_USD,dailyMaxSalePrice_USD,DailyTradeVolumeUSD,cumulativeTradeVolume_USD
Cryptovoxels Parcel,23657.857097339063,4.0,1.3208366907258189,21.606459728884573,10,2022-02-05,3986.959450652319,12074.042093610911,65219.32606511533,
NFT Worlds,15496.062579519765,7.0,3.4,87.949,21,2022-02-05,10262.935779569274,21129.573663819094,265474.9820227465,
Cryptovoxels Parcel,23636.25063761018,3.99,0.9966296400692594,58.8599732266084,34,2022-02-04,2977.0294044573216,11918.517015969186,175820.4492383015,
NFT Worlds,15408.113579519764,5.8,3.439,185.403,48,2022-02-04,10272.626570906776,17325.16257960433,553816.7444390313,
Somnium Space Land,15623.12701470442,4.5,4.2,8.7,2,2022-02-04,12545.807385230724,13441.936484175774,25987.74386940649,
Sandbox's LANDs,99347.2339236419,4.0,3.6,7.6,2,2022-02-04,10753.54918734062,11948.38798593402,22701.93717327464,
Sandbox's LANDs,99339.6339236419,9.0,3.1511,237.787999,54,2022-02-03,8474.058404478586,24203.14354996899,639468.5638063203,
NFT Worlds,15222.710579519764,12.0,3.081,176.72154355474248,42,2022-02-03,8285.542808606051,32270.85806662532,475246.32078083657,
Cryptovoxels Parcel,23577.390664383573,4.9,1.085,30.83077110060062,18,2022-02-03,2917.8234168573726,13177.267043872003,82911.2865226747,
Cryptovoxels Parcel,23546.559893282967,8.0,1.1787993599726008,50.23214281001773,28,2022-02-02,3157.5633622551536,21429.01307532808,134553.15563470213,
NFT Worlds,15045.989035965022,5.99,3.25,76.39,19,2022-02-02,8705.53656185203,16044.973540151896,204620.28860303896,
Somnium Space Land,15614.42701470442,7.49,3.4,21.97,5,2022-02-02,9107.330557014431,20062.91349177591,58849.427158119724,
Cryptovoxels Parcel,23496.327750472956,3.6,1.2532064565383356,33.14819357145185,16,2022-02-01,3501.784367170436,10059.335120755451,92624.66327302936,
Somnium Space Land,15592.45701470442,3.33,3.33,3.33,1,2022-02-01,9304.884986698791,9304.884986698791,9304.884986698791,
NFT Worlds,14969.599035965022,5.925,3.15,126.3569,33,2022-02-01,8801.91823066102,16555.989052910012,353074.00053327344,
NFT Worlds,14843.242135965022,10.99,2.39,127.686335,28,2022-01-31,6426.056132171369,29549.10330232776,343313.6217662082,
Cryptovoxels Parcel,23463.179556901505,2.0,1.5795707841316171,10.62686548779744,6,2022-01-31,4247.033691869337,5377.452830268928,28572.733947121767,
Cryptovoxels Parcel,23452.552691413704,4.0,1.69,13.54,5,2022-01-30,4409.555972172354,10436.818869046992,35328.631871724065,
NFT Worlds,14715.555800965021,7.95,0.26,129.339,30,2022-01-30,678.3932264880546,20743.177502230898,337471.92892591725,
Somnium Space Land,15589.12701470442,7.5,2.683707781580122,22.92370778158012,5,2022-01-30,7002.343003450916,19569.035379463112,59812.64648082869,
NFT Worlds,14586.216800965021,7.0,3.62,69.329,17,2022-01-29,9392.67093110752,18162.62334744548,179885.21629357824,
Somnium Space Land,15566.20330692284,7.2,3.32,16.803184875116553,3,2022-01-29,8614.27278764557,18681.55544308678,43598.5597034621,
Cryptovoxels Parcel,23439.012691413704,2.38,1.68,4.06,2,2022-01-29,4359.029603386915,6175.291938131463,10534.32154151838,
Somnium Space Land,15549.400122047724,12.1,2.5,25.15,4,2022-01-28,6363.881589501887,30801.18689318913,64020.64879038897,
Cryptovoxels Parcel,23434.952691413702,2.5017331407069494,1.2234,27.749932288381437,14,2022-01-28,3114.229094638644,6368.293390396675,70638.91327998182,
NFT Worlds,14516.887800965022,6.0,2.68,119.5132,28,2022-01-28,6822.081063946022,15273.315814804528,304227.1412729828,
NFT Worlds,14397.374600965022,12.0,0.01,145.53710001,32,2022-01-27,24.257116182808083,29108.5394193697,353031.0343851529,
Cryptovoxels Parcel,23407.202759125325,6.0,1.2463,65.46394932055601,28,2022-01-27,3023.164389863371,14554.26970968485,158796.66244541874,
Sandbox's LANDs,95604.6250109419,8.2,2.7,950.112299,226,2022-01-27,6549.421369358182,19890.835269902625,2304698.442355789,
Somnium Space Land,15524.250122047724,14.0,3.25,36.618,6,2022-01-27,7883.562759412626,33959.96265593131,88824.70803820663,
Somnium Space Land,15487.632122047724,14.0,3.2,29.1,3,2022-01-26,7895.926076628973,34544.67658525176,71803.57775934473,
NFT Worlds,14251.837500955022,4.9,2.353,171.55199999,42,2022-01-26,5805.973143221243,12090.636804838115,423300.5969434045,
Cryptovoxels Parcel,23341.738809804767,3.9,1.3,61.44025956217597,31,2022-01-26,3207.7199686305207,9623.159905891562,151602.42113494934,
Somnium Space Land,15458.532122047724,15.9,3.29,32.56,5,2022-01-25,8099.628473486554,39144.10113326328,80159.24106283349,
NFT Worlds,14080.285500965021,5.5,2.627,121.506,29,2022-01-25,6467.393313024065,13540.412341694846,299134.7894527225,
Cryptovoxels Parcel,23280.29855024259,4.2,1.4007413686664392,67.44397007184453,26,2022-01-25,3448.475584693379,10339.951242748792,166039.8481334003,
Somnium Space Land,15425.972122047724,8.95,5.69,14.64,2,2022-01-24,13888.525985028413,21845.748254130805,35734.27423915922,
NFT Worlds,13958.779500965022,12.99,3.29,184.61326358864133,41,2022-01-24,8030.44824090395,31706.84579007365,450616.18779116776,
Cryptovoxels Parcel,23212.854580170748,9.8,1.74,27.79,8,2022-01-24,4247.106364490235,23920.484121841557,67831.65854550783,
Somnium Space Land,15411.332122047725,7.49,3.15,10.64,2,2022-01-23,7986.892769835644,18991.0561416092,26977.948911444844,
Cryptovoxels Parcel,23185.064580170747,4.0,4.0,4.0,1,2022-01-23,10142.086056934151,10142.086056934151,10142.086056934151,
NFT Worlds,13774.16623737638,15.0,2.001,205.0649,45,2022-01-23,5073.578549981309,38032.82271350307,519946.465764149,
Somnium Space Land,15400.692122047723,7.9,7.9,7.9,1,2022-01-22,18984.105260843797,18984.105260843797,18984.105260843797,
NFT Worlds,13569.10133737638,11.01,2.8,121.879,31,2022-01-22,6728.543636754762,26457.59480023926,292881.4892514406,
Cryptovoxels Parcel,23181.064580170747,3.0,1.8,11.269,5,2022-01-22,4325.492337913775,7209.153896522959,27079.98508663908,
Somnium Space Land,15392.792122047724,3.8,2.4,12.59,4,2022-01-21,6153.777374458889,9743.48084289324,32281.69047684893,
Cryptovoxels Parcel,23169.795580170747,4.5,1.829224855308244,44.17396268118869,17,2022-01-21,4690.267719747379,11538.332577110416,113265.30503653764,
NFT Worlds,13447.22233737638,6.99,0.006,139.83529166827856,35,2022-01-21,15.384443436147224,17922.876603111516,358548.02250796347,
NFT Worlds,13307.387045708101,7.5,2.416,103.09408892761137,25,2022-01-20,7230.995649591765,22447.213316199603,308556.66743964585,
Cryptovoxels Parcel,23125.62161748956,5.5,1.59878243972284,44.700222691638615,19,2022-01-20,4785.09472942035,16461.28976521304,133786.0578721117,
Somnium Space Land,15380.202122047724,7.5,2.2,28.15,5,2022-01-20,6584.515906085217,22447.213316199603,84251.87398013583,
Somnium Space Land,15352.052122047724,4.2,3.3,7.5,2,2022-01-19,10213.299596663675,12998.744941208315,23212.044537871992,
Sandbox's LANDs,89891.5978745919,27.0,2.75,562.77477100118,137,2022-01-19,8511.08299721973,83563.36033633917,1741753.7399026805,
NFT Worlds,13204.29295678049,9.99,3.0,100.798,23,2022-01-19,9284.817815148795,30918.44332444549,311963.68871045613,
Decentraland LAND,7797.1182882843505,4.8,3.9,74.195864,17,2022-01-19,12070.263159693435,14855.708504238071,229631.69329251908,24131607.59662834
Cryptovoxels Parcel,23080.92139479792,3.7,1.7588002472639892,16.915899938521697,7,2022-01-19,5443.379956361599,11451.275305350182,52353.68303615356,
Cryptovoxels Parcel,23064.0054948594,7.0,1.6450493964528965,105.54847676994336,41,2022-01-18,5208.544884786359,22163.35525979963,334186.9125404234,
Somnium Space Land,15344.552122047724,6.0,3.0,9.0,2,2022-01-18,9498.580825628414,18997.16165125683,28495.742476885243,
Sandbox's LANDs,88777.06133710903,9.99,2.82,580.03355,132,2022-01-17,9045.333389382093,32043.57466664082,1860495.3321903644,
Cryptovoxels Parcel,22958.45701808945,2.5,1.4801547604148235,13.418993128394307,7,2022-01-17,4747.69265100463,8018.912579239444,43042.29311920351,
Somnium Space Land,15335.552122047724,12.5,3.98,37.25,5,2022-01-17,12766.108826149197,40094.56289619722,119481.79743066772,
NFT Worlds,12940.81495678049,5.39,2.278,138.489,36,2022-01-17,7306.833142202981,17288.77552084024,444212.4736745165,
Cryptovoxels Parcel,22945.03802496106,3.9,2.45,21.2,7,2022-01-16,8206.961233380407,13064.142371503503,71015.33801945494,
NFT Worlds,12802.32595678049,5.39,2.546,137.556,33,2022-01-16,8528.540122525108,18055.31471343689,460782.3507832144,
Somnium Space Land,15298.302122047724,6.0,3.07,23.12,5,2022-01-16,10283.824892439938,20098.680571543853,77446.91580234899,
Somnium Space Land,15275.182122047723,6.98,2.2,24.23,5,2022-01-15,7340.069161796251,23288.03761333538,80840.85263196507,
Decentraland LAND,7526.5614241843505,5.0,3.611,49.05578,11,2022-01-15,12047.722610566483,16681.97536771875,163669.46272084603,25111582.4563731
NFT Worlds,12664.76995678049,14.5,3.0,169.2329,37,2022-01-15,10009.18522063125,48377.72856638438,564627.8138415221,
Cryptovoxels Parcel,22923.83802496106,3.7,2.5,15.19,5,2022-01-15,8340.987683859375,12344.661772111876,50679.84116712956,
Somnium Space Land,15250.952122047724,7.99,3.25,14.73,3,2022-01-14,10750.499027923155,26429.68837941724,48724.56944040249,
Cryptovoxels Parcel,22908.64802496106,2.9,2.48,33.33,7,2022-01-14,8203.457719769054,9592.7529787622,110250.5023386704,
NFT Worlds,12495.53705678049,7.5,3.0,202.795,52,2022-01-14,9923.53756423676,24808.8439105919,670814.6001131312,
NFT Worlds,12292.74205678049,6.999,3.617648647084916,105.64164864708492,23,2022-01-13,11735.842370939376,22705.123898749,342707.06120876875,
Cryptovoxels Parcel,22875.31802496106,6.977758221793252,1.5,70.05377643503694,17,2022-01-13,4866.078846710029,22636.21445368342,227258.1330951245,
Somnium Space Land,15236.222122047724,7.29,2.1,19.92,4,2022-01-13,6812.510385394042,23649.143195010744,64621.52708430919,
Cryptovoxels Parcel,22805.264248526026,7.9,2.5,41.876992694870815,9,2022-01-12,8442.771484627152,26679.1578914218,141423.15191447793,
Somnium Space Land,15216.302122047724,4.0,3.0,7.0,2,2022-01-12,10131.32578155258,13508.434375403442,23639.76015695602,
Sandbox's LANDs,83443.1594609491,9.9,2.831,1262.6765899,327,2022-01-12,9560.594429191786,33433.37507912352,4264195.963005588,
NFT Worlds,12187.100408133407,15.0,3.78,205.609,42,2022-01-12,12765.470484756252,50656.6289077629,694363.9208730815,
Somnium Space Land,15209.302122047724,10.2,2.52,22.641915411868908,4,2022-01-11,8157.136697155464,33016.98186943879,73290.95202382767,
Cryptovoxels Parcel,22763.387255831156,5.786252524551905,0.5,44.77912957569269,15,2022-01-11,1618.479503403862,18729.86222501222,144948.2067970486,
NFT Worlds,11981.491408133406,42.69,3.5,235.84859,33,2022-01-11,11329.356523827037,138185.78000062174,763432.2176434022,
Cryptovoxels Parcel,22718.60812625546,5.0,2.2,21.945440527678088,7,2022-01-10,6773.202877088297,15393.6429024734,67564.05496410879,
NFT Worlds,11745.642818133407,9.99,3.403,185.129,39,2022-01-10,10476.913359423395,30756.498519141853,569961.9433783996,
Somnium Space Land,15186.660206635854,12.5,3.45,27.05,4,2022-01-10,10621.613602706646,38484.1072561835,83279.6081023811,
Cryptovoxels Parcel,22696.662685727784,11.0,1.89,25.84,5,2022-01-09,5945.695951612223,34604.579612557915,81289.30338077241,
Somnium Space Land,15159.610206635854,4.95,3.25,19.698354301887665,5,2022-01-09,10224.08034007393,15572.060825651062,61968.47906145859,
NFT Worlds,11560.513818133406,13.5,3.7,263.7608,49,2022-01-09,11639.722233314937,42469.25679723017,829757.4183883606,
Cryptovoxels Parcel,22670.822685727784,2.3,2.3,2.3,1,2022-01-08,7105.612508066633,7105.612508066633,7105.612508066633,
Somnium Space Land,15139.911852333966,8.5,3.3,16.49,3,2022-01-08,10195.0092507043,26259.87231242017,50944.15228609512,
NFT Worlds,11296.753018133406,15.0,3.093,332.81479999999,61,2022-01-08,9555.504124978304,46340.95113956501,1028196.9590215756,
Sandbox's LANDs,79457.7892120491,12.0,2.83,1014.454475,242,2022-01-07,9023.48210780386,38262.11494475135,3234597.810722282,
Cryptovoxels Parcel,22668.522685727785,20.0,2.31,37.324,7,2022-01-07,7365.457126864636,63770.19157458559,119007.93151649162,
NFT Worlds,10963.938218133417,19.5,1.98,524.1764,97,2022-01-07,6313.248965883973,62175.93678522095,1671341.4723438302,
NFT Worlds,10439.761818133416,10.9,3.69,259.5871614341388,55,2022-01-06,12603.175242644187,37228.89163816305,886618.5599715497,
Cryptovoxels Parcel,22631.198685727784,8.0,2.18,18.21,5,2022-01-06,7445.77832763261,27323.95716562425,62196.15749825221,
Somnium Space Land,15108.071852333966,9.2,2.9,12.1,2,2022-01-06,9904.934472538793,31422.55074046789,41327.48521300669,
Sandbox's LANDs,77740.8539370491,8.0,2.5,1115.423048475,255,2022-01-05,8855.382404694445,28337.223695022225,3950999.054902462,
Cryptovoxels Parcel,22612.988685727785,7.0,1.89,21.83,6,2022-01-05,6694.669097949,24795.070733144446,77325.1991577919,
Somnium Space Land,15095.971852333965,6.4,3.39,17.83,4,2022-01-05,12007.89854076567,22669.77895601778,63156.587310280775,
NFT Worlds,10180.174656699275,11.5,3.55,436.73460017689285,96,2022-01-05,12574.643014666111,40734.75906159445,1546980.7575710882,
NFT Worlds,9743.440056522384,10.0,2.89,357.615,94,2022-01-04,10951.234974027942,37893.54662293405,1355130.0675560562,
Cryptovoxels Parcel,22591.158685727783,4.29,1.526,20.731,7,2022-01-04,5782.5552146597365,16256.33150123871,78557.1115040046,
Somnium Space Land,15078.141852333965,9.0,2.1,19.57,4,2022-01-04,7957.644790816152,34104.19196064065,74157.67074108195,
Cryptovoxels Parcel,22570.427685727784,3.95,2.29,11.39,4,2022-01-03,8616.795960638632,14863.032333852663,42858.21222343844,
NFT Worlds,9385.825056522384,8.75,0.298,451.0745,118,2022-01-03,1121.3123127817958,32924.43871423058,1697299.9692345376,
Somnium Space Land,15058.571852333966,9.1,3.2,25.68,5,2022-01-03,12040.937586918611,34241.4162627998,96628.52413502189,
Decentraland LAND,6274.528890084349,5.0,3.21,50.618,22,2022-01-02,12297.421491622192,19154.862136483163,193916.16232490097,24037547.172189284
Somnium Space Land,15032.891852333965,6.906372487752189,3.5,15.406372487752188,3,2022-01-02,13408.403495538214,26458.122573218687,59021.38820524007,
NFT Worlds,8934.750556522384,10.0,0.001,1315.5971246746665,316,2022-01-02,3.830972427296633,38309.72427296633,5040016.310059378,
Cryptovoxels Parcel,22559.037685727784,5.69,2.0,22.4869,7,2022-01-02,7661.9448545932655,21798.23311131784,86146.69387537664,
NFT Worlds,7619.153431847719,26.8,1.5,405.3493721731325,127,2022-01-01,5643.483893615376,100830.24556592804,1525055.1020974517,
Sandbox's LANDs,73970.1197885741,15.0,0.001,518.61599,130,2022-01-01,3.762322595743584,56434.83893615375,1951200.6576909283,
Cryptovoxels Parcel,22536.550785727784,2.2,2.2,6.6,3,2022-01-01,8277.109710635885,8277.109710635885,24831.32913190765,
Somnium Space Land,15017.485479846215,7.49,3.89,21.83,4,2022-01-01,14635.43489744254,28179.79624211944,82131.50226508242,
Cryptovoxels Parcel,22529.950785727782,5.3,2.192,7.492,2,2021-12-31,8064.736354882685,19499.590639086786,27564.326993969466,
NFT Worlds,7213.804059674586,6.9,1.05,490.8912663800697,239,2021-12-31,3863.1264473662495,25386.259511263925,1806071.460889484,
Somnium Space Land,14995.655479846215,10.51,3.1,22.16,4,2021-12-31,11405.420939843212,38668.0561541136,81530.3638796534,
Decentraland LAND,6190.359890084349,11.0,3.1,67.01,24,2021-12-31,11405.420939843212,40470.84849621785,246541.05070286893,22775374.295333408
Cryptovoxels Parcel,22522.458785727784,2.4,0.001,6.384,5,2021-12-30,3.7054626253675647,8893.110300882156,23655.67340034653,
Decentraland LAND,6123.349890084349,4.1,0.01,28.25874305,10,2021-12-30,37.05462625367565,15192.396764007011,104711.71621164042,22689844.15975614
NFT Worlds,6722.912793294516,12.075,0.9452,137.93482807254347,78,2021-12-30,3502.403273497422,44743.46120131334,511112.35015931056,
Somnium Space Land,14960.186479846214,3.69,3.0,9.79,3,2021-12-29,10866.60463564607,13365.923701844667,35461.35312765834,
Cryptovoxels Parcel,22516.074785727786,4.3,1.85,15.499,5,2021-12-29,6701.07285864841,15575.466644426037,56140.50174929282,
NFT Worlds,6584.977965221972,2.6969,1.15,94.4831,66,2021-12-29,4165.53177699766,9768.715347291296,342236.8308167371,
Somnium Space Land,14950.396479846215,5.9,1.6,19.389,5,2021-12-28,6087.118364525712,22446.248969188564,73764.46123111814,
Cryptovoxels Parcel,22500.575785727782,4.49,2.0,9.920681818181816,6,2021-12-28,7608.897955657139,17081.975910450277,37742.72780254429,
NFT Worlds,6490.494865221972,2.99,0.7605,219.15019,163,2021-12-28,2893.283447638627,11375.302443707424,833745.7163364369,
Cryptovoxels Parcel,22490.6551039096,2.89,1.95,6.84,3,2021-12-27,7883.696430428934,11684.042402020315,27653.58132519688,
Somnium Space Land,14931.007479846214,6.5,3.8,18.88,4,2021-12-27,15363.100736220484,26278.98810142978,76330.35313153757,
NFT Worlds,6271.344675221972,3.0,0.8,46.223,39,2021-12-27,3234.3369970990498,12128.763739121438,186875.94877113675,
NFT Worlds,6225.121675221972,1.95,0.85,16.745,16,2021-12-26,3457.8959618070235,7932.820147674935,68120.55044759836,
Somnium Space Land,14912.127479846215,8.0,2.61,47.4,9,2021-12-26,10617.774659195682,32544.90316994845,192828.5512819446,
Cryptovoxels Parcel,22483.8151039096,2.1,2.1,2.1,1,2021-12-26,8543.03708211147,8543.03708211147,8543.03708211147,
Cryptovoxels Parcel,22481.7151039096,1.888,1.62,5.258,3,2021-12-25,6641.8699872215975,7740.648478934799,21557.3780202538,
Somnium Space Land,14864.727479846213,4.5,1.8,10.29,2,2021-12-25,7379.8555413573295,18449.638853393324,42188.17417809273,
NFT Worlds,6208.376675221972,1.5,0.79,39.45360071973664,39,2021-12-25,3238.936598706828,6149.879617797775,161756.59661002667,
Somnium Space Land,14854.437479846214,5.5,2.99,22.28,6,2021-12-24,12086.99894800335,22233.61010502288,90066.33329816542,
NFT Worlds,6168.923074502235,1.8,0.74,52.17320350173285,55,2021-12-24,2991.431177766715,7276.454216189306,210908.84810682596,
Cryptovoxels Parcel,22476.4571039096,2.87,1.7291040174312975,10.999104017431296,5,2021-12-24,6989.859009926574,11601.902000257394,44463.598223301495,
Cryptovoxels Parcel,22465.45799989217,3.4480441007260847,1.69,10.211992163495143,4,2021-12-23,6926.029138693034,14130.919475223362,41851.21614702502,
NFT Worlds,6116.749871000503,3.89,0.9,124.2588,100,2021-12-23,3688.4178845110832,15942.161745275682,509242.64469765086,
Somnium Space Land,14832.157479846213,5.1999,5.1999,5.1999,1,2021-12-23,21310.44906407687,21310.44906407687,21310.44906407687,
Cryptovoxels Parcel,22455.246007728678,1.8157985876762992,1.59,8.411622844872932,5,2021-12-22,6340.517705995059,7240.945343196476,33543.423637779466,
NFT Worlds,5992.491071000503,3.1415926,0.01,159.4592926,123,2021-12-22,39.87746984902553,12527.876418442173,635883.3132803439,
Somnium Space Land,14826.957579846214,7.0,2.5,19.55,4,2021-12-22,9969.36746225638,27914.228894317872,77960.4535548449,
NFT Worlds,5833.031778400503,3.19,0.801,136.57478993039877,101,2021-12-21,3226.903999050399,12851.215676617692,550204.4142270561,
Cryptovoxels Parcel,22446.8343848838,3.9,1.201,33.57027534479076,15,2021-12-21,4838.341701447602,15711.517598372728,135241.01842612773,
Somnium Space Land,14807.407579846215,8.0,3.05,46.20883747282344,9,2021-12-21,12287.212480778671,32228.754047944058,186156.65721913087,
NFT Worlds,5696.456988470104,2.99,0.89,98.1368,81,2021-12-20,3504.899137139876,11774.88586522273,386471.4445412006,
Cryptovoxels Parcel,22413.264109539006,3.465611528452889,1.5085150473810267,24.98765823523188,12,2021-12-20,5940.666390930651,13647.886354760154,98403.61998630376,
Cryptovoxels Parcel,22388.276451303776,4.8,1.5,31.836066839933405,11,2021-12-19,5889.256303765187,18845.6201720486,124993.83821611176,
NFT Worlds,5598.320188470104,2.89,0.95,72.1559,54,2021-12-19,3729.862325717952,11346.633811920929,283296.39261923364,
Cryptovoxels Parcel,22356.440384463844,4.675,1.21,22.3519,8,2021-12-18,4797.078068675317,18534.16526533645,88614.71841588746,
NFT Worlds,5526.164288470104,3.0,0.001,90.7729,71,2021-12-18,3.964527329483733,11893.581988451198,359871.64282649395,
Cryptovoxels Parcel,22334.088484463846,4.275,1.5960633817645822,34.71460591147273,16,2021-12-17,6201.183562203252,16609.653495783987,134876.62583210677,
NFT Worlds,5435.391388470104,5.0,0.926,403.23366,271,2021-12-17,3597.7869326540285,19426.495316706416,1566683.3615056777,
NFT Worlds,5032.157728470104,5.5,0.25,262.6196,215,2021-12-16,993.018868782015,21846.41511320433,1043144.8724479412,
Somnium Space Land,14642.741779803777,6.77,2.506,109.476633875,20,2021-12-16,9954.02114067092,26890.950966616965,434849.4525144613,
Cryptovoxels Parcel,22299.373878552367,8.8,1.4329701851476255,67.65360198521617,23,2021-12-16,5691.865729014599,34954.264181126935,268725.2132495522,
Cryptovoxels Parcel,22231.72027656716,3.2,1.2614556838192137,59.03828185343998,35,2021-12-15,5067.789511900102,12855.7242605476,237181.2101013486,
NFT Worlds,4769.538128470104,6.9,0.6798,282.819175,273,2021-12-15,2731.0379226000805,27720.15543680576,1136201.6654361116,
NFT Worlds,4486.718953470104,1.8,0.3851,55.703774155771725,84,2021-12-14,1485.9253344336862,6945.379387121879,214935.46933688296,
Cryptovoxels Parcel,22172.68199471372,2.6,1.3834388597476528,12.338349336664104,7,2021-12-14,5338.059855463746,10032.214670287158,47608.0650855421,
Somnium Space Land,14461.964043890652,6.99,1.0,104.557225,28,2021-12-13,3778.150311709184,26409.270678847195,395032.9122251973,
NFT Worlds,4431.015179314332,1.95,0.2,25.5802069,39,2021-12-13,755.6300623418368,7367.393107832908,96645.8666728204,
Cryptovoxels Parcel,22160.34364537705,4.5,1.6419499870173964,33.7691316153025,13,2021-12-13,6203.533855260666,17001.676402691326,127584.85513850358,
NFT Worlds,4405.434972414332,1.0,0.4377,31.035299629,44,2021-12-12,1811.3591824118664,4138.357739117812,128435.17240551232,
Cryptovoxels Parcel,22126.57451376175,7.1,1.6947658523436768,36.25927678668257,12,2021-12-12,7013.54738103905,29382.339947736466,150053.85870498265,
NFT Worlds,4374.399672785332,3.5,0.528,51.9096,61,2021-12-11,2155.071219006133,14285.509974472472,211872.88816310748,
Cryptovoxels Parcel,22090.315236975068,5.0,1.9,14.0,5,2021-12-11,7754.991128999341,20407.87139210353,57142.03989788989,
Cryptovoxels Parcel,22076.315236975068,3.2,1.7665151445645966,28.806522852329124,13,2021-12-10,6889.287789684995,12479.780314833204,112343.46150977808,
NFT Worlds,4322.490072785332,2.0,0.512,90.36333,121,2021-12-10,1996.7648503733128,7799.862696770752,352410.7834114927,
NFT Worlds,4232.126742785332,3.5,0.085,83.947176,107,2021-12-09,350.1152867512928,14416.511807406172,345778.701143544,
Cryptovoxels Parcel,22047.508714122738,5.0,1.7224973441687652,49.08804595822947,21,2021-12-09,7094.972371552793,20595.0168677231,202193.82690266057,
Cryptovoxels Parcel,21998.42066816451,4.01,1.609147730073446,31.80601090575177,13,2021-12-08,7120.201941375109,17743.56030295055,140736.12780611208,
NFT Worlds,4148.179566785332,2.99,0.3485,72.0536,98,2021-12-08,1542.0525599945802,13230.235737112756,318824.7871931865,
Somnium Space Land,14164.824676439825,7.6,2.15,43.85102094171875,13,2021-12-07,9251.06868075158,32701.45208079628,188683.16579205397,
Decentraland LAND,4853.48366270262,5.45,3.01,59.27,16,2021-12-07,12951.49615305221,23450.383400044702,255028.2980037889,20883679.39747333
NFT Worlds,4076.125966785332,4.41,0.43,76.1745,111,2021-12-07,1850.213736150316,18975.447852146262,327765.3633590284,
Cryptovoxels Parcel,21966.61465725876,12.5,1.4,71.24314846373979,24,2021-12-07,6023.951699094051,53785.28302762546,306546.63231211074,
NFT Worlds,3999.951466785332,1.69,0.3274,69.86984969354316,111,2021-12-06,1423.6112203260082,7348.512407913724,303810.32982962654,
Cryptovoxels Parcel,21895.371508795015,8.3,1.48,68.03167359126681,21,2021-12-06,6435.383647167048,36090.32721046386,295817.51332340867,
NFT Worlds,3930.0816170917888,5.0,0.3813,94.3694787206341,126,2021-12-05,1596.234688223032,20931.480307147027,395058.5770873366,
Cryptovoxels Parcel,21827.33983520375,4.9,1.62,52.87538810218752,18,2021-12-05,6781.799619515637,20512.85070100409,221352.0289587388,
Decentraland LAND,4630.28786270262,5.0,1.85,147.1458,35,2021-12-04,7607.73188990474,20561.43754028308,605105.8352029973,19041074.936498158
NFT Worlds,3835.712138371154,9.99,0.41,134.4935160447347,159,2021-12-04,1686.037878303213,41081.7522054856,553076.0059453746,
Cryptovoxels Parcel,21774.46444710156,6.0,1.4970046173219531,30.90333411371031,12,2021-12-04,6156.113387316143,24673.7250483397,127083.3948331108,
NFT Worlds,3701.21862232642,3.49,0.4101,226.27584491666664,329,2021-12-03,1732.7637691050977,14746.02671098949,956065.8032071296,
Cryptovoxels Parcel,21743.56111298785,9.8,1.847,129.08430481121587,28,2021-12-03,7803.986055930541,41407.181022262754,545409.9159643835,
Decentraland LAND,4483.14206270262,5.220233287394561,2.795,145.06545328739455,35,2021-12-03,11809.497036451468,22056.64741934575,612933.8249334436,18942272.952943653
NFT Worlds,3474.942777409753,4.15587375,0.01,176.34383875,285,2021-12-02,45.19633492162475,18783.02618969886,797009.5197509988,
Cryptovoxels Parcel,21614.47680817664,12.9,1.7720613353538726,127.56650884589516,34,2021-12-02,8009.067761431522,58303.27204889592,576553.8658581483,
Decentraland LAND,4273.249165474849,6.0,2.7583,75.4473,16,2021-12-01,12627.946511122042,27468.976930258577,345410.023858383,19563630.457279228
Somnium Space Land,13966.00925235528,5.99852334375,2.48,36.00831244195625,10,2021-12-01,11353.843797840213,27462.21655751438,164851.9172942732,
NFT Worlds,3298.598938659753,10.0,0.34,297.1395192943299,514,2021-12-01,1556.5753593813197,45781.628217097634,1360353.100094012,
Cryptovoxels Parcel,21486.91029933074,4.99,1.4974522168163489,156.83552101694747,53,2021-12-01,6855.580066315476,22845.03248033172,718018.5514432691,
Cryptovoxels Parcel,21330.074778313796,4.630027310383757,1.8388241493374209,60.60147554458117,23,2021-11-30,8532.249228687164,21483.59154520398,281194.3127671399,
NFT Worlds,3001.4594193654234,2.5555,0.184,342.04765998,887,2021-11-30,853.7705243017004,11857.666167679325,1587120.7065070346,
Cryptovoxels Parcel,21269.47330276921,12.0,1.4,117.62662747159274,46,2021-11-29,6217.477212642892,53292.66182265336,522386.3399319016,
NFT Worlds,2659.4117593854235,2.19,0.159,22.4301,72,2021-11-29,706.1277691501571,9725.91078263424,99613.31116235808,
Cryptovoxels Parcel,21151.846675297616,11.0,1.406,57.3926340647468,15,2021-11-28,6031.853935019969,47190.89138351327,246219.05094210815,
Somnium Space Land,13854.277637559857,6.6,4.55,22.049,4,2021-11-28,19519.868708635036,28314.53483010796,94591.99673773492,
NFT Worlds,2636.9816593854234,1.0,0.13068,30.02847,117,2021-11-28,560.6277896361377,4290.081034864843,128824.56965300789,
Cryptovoxels Parcel,21094.454041232875,8.9,1.94,26.37818330817738,9,2021-11-27,7923.306655230051,36349.19032553992,107733.21410235055,
